country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
Italy,"“Bolle,” which is Italian for “bubbles,” plays up its cheerful and playful side with bright aromas of citrus, peach, passion fruit and green apple. It washes down easily thanks to the wine's natural acidity.",Bolle,86,15.0,Veneto,Prosecco,,,,Botter NV Bolle  (Prosecco),Glera,Botter
Italy,"This opens with some funky, earthy aromas that soon blow off to reveal scents of leather, truffle, eucalyptus, berry and meat juices. The palate shows dark cherry, raspberry, pipe tobacco and balsamic notes and big, ripe tannins. This reflects the forward vintage, so drink now.",Rocche di Castiglione Falletto,91,40.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Monchiero 2009 Rocche di Castiglione Falletto  (Barolo),Nebbiolo,Monchiero
Austria,"An initial hit of reduction blows off to reveal rich vanilla backed by gentle lemon purity. This clearly needs some time in bottle to find its middle but all the basics are there: freshness, clean fruit, texture and poise. Drink 2028–2025.",,90,30.0,Leithaberg,,,Anne Krebiehl MW,@AnneInVino,Gernot and Heike Heinrich 2014 Chardonnay (Leithaberg),Chardonnay,Gernot and Heike Heinrich
Argentina,"Juniper and onion aromas are not inviting, and there's little fruit to back them up. The mouthfeel is oily, while flavors of briny citrus lead to a pickled-tasting finish. Tasted twice, with consistent results.",Reserve,82,20.0,Mendoza Province,Uco Valley,,Michael Schachner,@wineschach,Salentein 2011 Reserve Chardonnay (Uco Valley),Chardonnay,Salentein
Australia,"Really appealing on the nose, with smoky, meaty scents that give the impression of a Shiraz that's savory, yet packed with fruit. But the wine is less impressive in the mouth; it's soft and cuddley—deliciously ready to drink—without anything apparent in reserve. Drink now.",Waroo,86,18.0,Western Australia,Pemberton,,Joe Czerwinski,@JoeCz,Xavier Flouret 2009 Waroo Shiraz (Pemberton),Shiraz,Xavier Flouret
US,"This cuvée is made with the oldest Wädenswil plantings at the estate. It's broadly fruity with delicious strawberry flavors front and center. Supporting acids are proportionate and fresh. Although relatively light, this elegant, graceful wine is ready for immediate enjoyment.",Helen's,90,70.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Stoller 2013 Helen's Pinot Noir (Dundee Hills),Pinot Noir,Stoller
Italy,"The last vintage from vines planted in 1936, this offers aromas suggesting toast, oak, vanilla, forest floor, graphite and a whiff of eucalyptus. The firm, concentrated palate offers dried black cherry, cranberry, game, and a note of exotic spice alongside a backbone of fine-grained tannins.",Mai Più Riserva,90,80.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Nada Giuseppe 2011 Mai Più Riserva  (Barbaresco),Nebbiolo,Nada Giuseppe
US,"Very pretty and soft upon entry, with tangy boysenberry fruit, this young Syrah is sharply defined and buoyed by sharp acids. Lightly floral and still a bit yeasty, it offers scents of brioche, orange blossom and sweet grape candy. An elegant, feminine Syrah.",,89,45.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Dunham 2006 Syrah (Columbia Valley (WA)),Syrah,Dunham
Spain,"Ripe black-fruit aromas are cuddly and reflect the warm conditions of 2012. Tight and ribbed on the palate, this has the structure to handle blackberry, chocolate and peppery spice flavors without seeming overripe or jammy. A saturated finish benefits from the right amount of acidity. Drink through 2023.",Selección,93,40.0,Northern Spain,Bierzo,,Michael Schachner,@wineschach,Godelia 2012 Selección Mencía (Bierzo),Mencía,Godelia
Italy,"Cool-climate northern Italian whites show exceptional fragrant or floral qualities. Tones of jasmine and peach blossom are evident in this crips, easy-drinking Pinot Grigio.",,87,17.0,Northeastern Italy,Alto Adige,,,,Cantina Produttori Bolzano S. Maddalena/Gries 2010 Pinot Grigio (Alto Adige),Pinot Grigio,Cantina Produttori Bolzano S. Maddalena/Gries
US,"Just beautiful, this wine combines spicy, arresting aromas, vivid, bright cherry and raspberry flavors, an electric mouthfeel and bracing texture. All nerve and muscle, and no fat, it is vibrant in acidity, with firm tannins that support the enticing fruit flavors. Virtually irresistible now, this will gain complexity through at least 2022.",Ferrington Vineyard,96,65.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Williams Selyem 2012 Ferrington Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Williams Selyem
France,"From a vineyard just behind the beach at Pampelonne, this wine has 20% Tibouren, a rare grape in Provence rosé. That adds to the spiciness as well as the crisp acidity. It is a light and lively wine, fresh and full of lime as well as red berries. Drink now.",Mas de Pampelonne,88,18.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Les Maîtres Vignerons de la Presqu'île de Saint-Tropez 2016 Mas de Pampelonne Rosé (Côtes de Provence),Rosé,Les Maîtres Vignerons de la Presqu'île de Saint-Tropez
Italy,"Aromas of vanilla, toast, mocha and plum come together in the glass. The palate offers dried black cherry, prune, espresso, toasted oak and oak-driven spices but the fruit flavors are already drying up.",Riserva,88,37.0,Tuscany,Vino Nobile di Montepulciano,,Kerin O’Keefe,@kerinokeefe,Tenute del Cerro 2009 Riserva  (Vino Nobile di Montepulciano),Red Blend,Tenute del Cerro
US,"Very high alcohol in this superripe wine shows in a hot, chili pepper feeling and in the impression of sweetness. Both combine to give the berry-cherry flavors a rustic quality.",Private Reserve,83,30.0,California,Dry Creek Valley,Sonoma,,,Collier Falls 2004 Private Reserve Zinfandel (Dry Creek Valley),Zinfandel,Collier Falls
US,"Tasty touches of toasted oak, butter and almonds in the aroma and again in the flavor add depth to the ripe Anjou pear notes in this full-bodied, posh-textured wine. With all that flavor, it keeps its balance and has a lingering finish, too.",,89,10.0,California,California,California Other,Jim Gordon,@gordone_cellars,Surf Swim 2013 Chardonnay (California),Chardonnay,Surf Swim
US,"Lots of dark-fruit flavor, an ultrasmooth texture and a lingering finish raise this medium-bodied and value-priced wine well above average. Black cherry and blackcurrant flavors are sprinkled with spices recalling nutmeg and cardamom.",Omira Hills,89,10.0,California,California,California Other,Jim Gordon,@gordone_cellars,Montevina 2013 Omira Hills Merlot (California),Merlot,Montevina
Greece,"This earthy red starts with aromas of cedar, smoke and pepper, followed by flavors of red berries, smoke and minerals. A dry and peppery backbone fishes clean on the tongue. Spunky and fun.",,85,13.0,Korinthia,,,Susan Kostrzewa,@suskostrzewa,Cambas 2006 Cabernet Sauvignon (Korinthia),Cabernet Sauvignon,Cambas
US,"From western Paso Robles, a dark, full-bodied wine, with ripe, fresh cherries, blackberries, grilled meat and spices. An opulent, fleshy Pinot that finishes a little sweet and jammy, almost like Grenache.",Deja Vu,87,55.0,California,Paso Robles,Central Coast,,,Babcock 2009 Deja Vu Pinot Noir (Paso Robles),Pinot Noir,Babcock
US,"The aromas are incredibly light—barely a whisper. The cherry and plum flavors, meanwhile, are more giving but it still doesn't seem to show enough expression, especially surprising considering the appellation and producer.",Newsprint,87,25.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Guardian 2015 Newsprint Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Guardian
US,"Ripe blackberry, cherry and toasty oak flavors mark this Cab. It's soft in acids and tannins and high in alcohol, which gives it a glyceriney sweetness on the finish. Drink up.",Lunacy Ranch,85,37.0,California,Paso Robles,Central Coast,,,Peloton 2011 Lunacy Ranch Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Peloton
US,"Raspberry, toffee, cherry pie and kirsch are the flavors of this lusty, pleasing Zinfandal from Alexander Valley Vineyards. It's spicy and fresh, a great barbecue and burger partner.",,86,14.0,California,California,California Other,,,Temptation 2009 Zinfandel (California),Zinfandel,Temptation
Portugal,"This is a rich, very rich wine that is packed with tropical fruits, generous apricot and peach flavors and spice. It is full in the mouth, showing some pepper from the alcohol that spoils the otherwise fruity character. The aftertaste does introduce some freshness.",,88,24.0,Lisboa,,,Roger Voss,@vossroger,Quinta do Pinto 2014 Antão Vaz (Lisboa),Antão Vaz,Quinta do Pinto
Portugal,"There is a great, juicy feel to this otherwise serious and firm wine. Black fruit flavors push through the structure, offering richness as well as power. The acidity, layers of toast and an impressively fresh feel all come through strongly. It needs aging; drink from 2017.",Tinto,93,36.0,Lisboa,,,Roger Voss,@vossroger,Quinta de Chocapalha 2009 Tinto Red (Lisboa),Portuguese Red,Quinta de Chocapalha
Chile,"This is a broad, full-bodied Carmenère with leathery, foresty aromas as well as berry and cassis. The palate feels wide, grabby and hefty, while the flavors run toward meaty and toasty, with dark berry, herb and mildly bitter notes. On the finish, it overflows with heat, chocolate and peppery flavors.",Royale,89,26.0,Colchagua Valley,,,Michael Schachner,@wineschach,Koyle 2010 Royale Carmenère (Colchagua Valley),Carmenère,Koyle
US,"Chenin Blanc is a difficult variety to get right in California, but few wineries do it better than Foxen. They have a solid track record, going back for years, of wrestling the wine's difficulties into elegant submission. With the 2012 vintage, Foxen has crafted one of their best ever. It's dry, moderate in alcohol and crisp in acidity, with complex peach, citrus, green apple, wax bean and herb flavors.",Ernesto Wickenden Vineyard Old Vines,91,25.0,California,Santa Maria Valley,Central Coast,,,Foxen 2012 Ernesto Wickenden Vineyard Old Vines Chenin Blanc (Santa Maria Valley),Chenin Blanc,Foxen
Argentina,"A black-fruit nose with cola notes and earthiness is about as easy as this high-acid Cabernet-Malbec blend gets. In the mouth, it's tartaric and screechy. Grapy berry flavors seem rough due to the high-acid content, and the finish is hard and edgy. All that said, it has good flavors and aromas, but falls down in the mouthfeel.",,87,25.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Rutini 2014 Cabernet Sauvignon-Malbec (Mendoza),Cabernet Sauvignon-Malbec,Rutini
Argentina,"Pushy, smoky, forceful aromas of roasted blackberry and campfire set up a sticky feeling, slightly gummy palate that's full of berry, plum and rubbery flavors. On the finish, this flattens out and becomes heavier.",Reserva,85,12.0,Mendoza Province,Uco Valley,,Michael Schachner,@wineschach,Finca El Origen 2011 Reserva Malbec (Uco Valley),Malbec,Finca El Origen
US,"This is subtle and almost neutral in flavor, but does have enough crisp mouthfeel to make it taste appetizing. It delivers slight apple-skin aromas and cucumber flavors, light body and a short finish.",Estate Bottled Organic Grapes,85,15.0,California,Potter Valley,,Jim Gordon,@gordone_cellars,McFadden 2014 Estate Bottled Organic Grapes Pinot Gris (Potter Valley),Pinot Gris,McFadden
Italy,"Fatagione delivers great intensity of cola, mint, licorice and rosemary-like aromas. The finish is dusty and dry, high lighted by brimstone and crushed mineral.",Fatagione,90,32.0,Sicily & Sardinia,Sicilia,,,,Cottanera 2008 Fatagione Nerello Mascalese (Sicilia),Nerello Mascalese,Cottanera
US,"Gewürz is practically an endangered species in California, and this wine does nothing to advance the cause. It's soft, simple and watery, with off-dry flavors of gingerbread, spices, oranges and vanilla.",,84,19.0,California,Monterey County,Central Coast,,,Thomas Fogarty 2012 Gewürztraminer (Monterey County),Gewürztraminer,Thomas Fogarty
Austria,"A wine that gives us the heady, pure freshness of crushed, wild blackberries. Unadulterated, primary fruit is the main appeal of this refreshing wine. Drink this young and enjoy its lively burst of lingering berry flavor.",Gigant,87,,Niederösterreich,,,Anne Krebiehl MW,@AnneInVino,Nastl 2011 Gigant Zweigelt (Niederösterreich),Zweigelt,Nastl
US,This is a nice value for Pinot Noir. It has some real richness of fruit and smoothness of texture. Flavors of ripe raspberries and dates are offset by fine acidity.,,86,11.0,California,California,California Other,,,7 Peaks 2012 Pinot Noir (California),Pinot Noir,7 Peaks
Germany,"A touch of mineral astringency accents crisp, primary flavors of white peach and melon in this sprightly off-dry Riesling. It's not a complex wine but tart tangerine acidity marks a refreshing finish. Drink now.",,86,12.0,Rheinhessen,,,Anna Lee C. Iijima,,Tussock Jumper 2014 Riesling (Rheinhessen),Riesling,Tussock Jumper
Austria,"Citrus-edged sweetness is far more apparent on the palate than the nose, but here it delivers wonderful hints of lemon oil and candied zest, cut through by lively acidity against hints of tropical mango. A wonderfully toned BA, this will pair well with both cheese and dessert.",Terrrassen Beerenauslese,90,30.0,Wachau,,,Anne Krebiehl MW,@AnneInVino,Domäne Wachau 2013 Terrrassen Beerenauslese White (Wachau),White Blend,Domäne Wachau
Australia,"From dry-grown vines planted in 1973, this is classic Yarra Yering Shiraz, boasting hints of cracked pepper, earthy notes of root vegetables and hints of brown-sugar oak. It's medium bodied and crisp, with peppery, plummy, cigarbox flavors and a long, mouthwatering finish. Drink now–2025.",Underhill,93,90.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Yarra Yering 2010 Underhill Shiraz (Yarra Valley),Shiraz,Yarra Yering
US,"This has a lovely entry that explodes with scents of toasted almond and espresso. The black cherry and sour plum flavors command your attention, with texture and balance throughout. Drink soon.",,91,45.0,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Boudreaux Cellars 2007 Merlot (Washington),Merlot,Boudreaux Cellars
